Date,Region,Product,Customers,Revenue,Operating_Cost,Marketing_Cost,Profit
2024-03-20,West,Investment,195,29686,16994,19494,-6802
2024-09-04,South,Insurance,464,67342,38213,2494,26635
2022-02-23,South,Mortgage,476,102287,79787,17081,5419
2024-10-15,East,Credit Card,261,72245,54169,11840,6236
2024-02-23,South,Investment,298,36737,52659,5297,-21219
2022-08-29,East,Loan,84,116675,89439,13446,13790
2023-04-28,North,Loan,376,102248,39874,16721,45653
2024-10-09,West,Insurance,302,62453,56125,13356,-7028
2022-07-06,South,Investment,399,191995,54428,11921,125646
2023-10-18,South,Investment,309,174472,64015,8609,101848
2022-09-19,West,Mortgage,356,31021,74860,8249,-52088
2024-08-10,North,Mortgage,399,152558,62905,13875,75778
2023-05-06,North,Loan,335,158679,72056,16371,70252
2023-03-07,North,Credit Card,399,171191,21143,10887,139161
2022-08-27,North,Loan,230,168193,61160,16484,90549
2022-10-31,North,Mortgage,259,131786,16656,14862,100268
2022-10-25,East,Mortgage,159,59660,68109,13646,-22095
2022-03-17,South,Mortgage,379,57611,62946,16537,-21872
2024-09-25,South,Loan,191,111414,16076,4493,90845
2023-10-04,South,Investment,213,190131,88291,3291,98549
2024-04-06,East,Credit Card,136,22668,78305,14546,-70183
2022-10-10,West,Credit Card,189,155310,38698,2253,114359
2023-08-14,North,Mortgage,381,74223,51157,18259,4807
2022-03-13,West,Insurance,211,155238,25251,19672,110315
2023-12-04,North,Loan,75,51030,84725,18813,-52508
2023-07-29,North,Investment,183,20637,24357,19961,-23681
2024-09-26,West,Mortgage,406,22641,56152,9198,-42709
2024-06-10,South,Insurance,164,142920,11719,6874,124327
2022-01-12,East,Mortgage,230,130481,38535,5772,86174
2022-05-21,West,Insurance,448,28962,67784,14570,-53392
2022-01-17,South,Credit Card,411,116611,69317,10261,37033
2024-12-22,North,Insurance,408,180911,51351,4346,125214
2022-09-10,South,Credit Card,196,156874,52315,6913,97646
2023-04-10,North,Credit Card,409,139062,41157,5333,92572
2023-01-11,North,Loan,480,27638,45023,4046,-21431
2024-09-07,South,Insurance,264,198830,22301,12380,164149
2023-06-04,North,Investment,126,122014,15341,19637,87036
2022-03-31,East,Investment,144,111765,77562,6875,27328
2023-12-21,South,Insurance,494,105157,79875,17622,7660
2024-03-14,West,Loan,267,173972,76834,16989,80149
2024-03-06,North,Investment,412,134769,44380,3736,86653
2023-09-22,North,Mortgage,417,157061,42875,10494,103692
2022-03-17,East,Investment,101,26507,11353,7754,7400
2024-07-14,East,Loan,323,25165,14220,11011,-66
2023-02-04,West,Credit Card,493,143141,78556,15307,49278
2024-08-27,North,Credit Card,224,67572,10236,15197,42139
2024-12-30,West,Credit Card,362,23706,74247,18491,-69032
2024-03-07,West,Loan,82,183037,51168,10797,121072
2022-07-14,North,Credit Card,409,140923,89166,3857,47900
2022-08-16,West,Credit Card,465,116147,66342,13228,36577
2023-04-06,West,Loan,181,89650,87833,7783,-5966
2023-09-10,East,Mortgage,474,22317,25103,7292,-10078
2024-11-10,East,Investment,324,122976,62400,10907,49669
2022-03-05,West,Loan,56,99859,26269,15494,58096
2022-06-14,North,Loan,276,63871,61965,11670,-9764
2022-01-27,East,Insurance,304,100286,75375,9732,15179
2024-10-08,West,Credit Card,331,144614,45105,19345,80164
2022-10-12,South,Mortgage,285,154886,85558,15159,54169
2022-10-08,South,Insurance,392,171475,85855,7757,77863
2024-04-17,West,Mortgage,403,132655,50656,11409,70590
2024-04-10,South,Credit Card,484,57483,37747,2556,17180
2024-07-06,East,Credit Card,233,124950,49330,2383,73237
2022-08-12,North,Credit Card,248,134058,58920,17717,57421
2024-02-23,West,Investment,252,30091,70100,13944,-53953
2024-08-22,East,Mortgage,484,75991,68757,7264,-30
2024-08-07,North,Mortgage,185,180745,51206,19302,110237
2024-11-19,South,Insurance,446,36964,72204,14708,-49948
2022-02-14,South,Loan,337,72473,57035,9252,6186
2023-04-16,South,Credit Card,339,184215,66837,14985,102393
2022-02-03,South,Credit Card,195,154873,23330,13162,118381
2023-10-15,East,Insurance,256,35447,38138,7002,-9693
2024-04-09,East,Mortgage,104,157561,51746,9870,95945
2022-08-09,North,Investment,348,111919,10341,2851,98727
2023-06-18,West,Mortgage,457,53496,63954,2558,-13016
2023-11-23,North,Investment,454,181637,73204,17469,90964
2024-07-20,West,Investment,451,63397,27430,6581,29386
2024-04-20,South,Mortgage,447,75932,76556,13651,-14275
2024-10-07,South,Credit Card,299,55191,40533,9441,5217
2023-08-05,South,Investment,486,80235,59020,16001,5214
2022-08-27,South,Insurance,324,71528,77778,10099,-16349
2023-03-17,East,Insurance,254,194000,18902,4082,171016
2022-05-28,North,Investment,362,59401,37636,16596,5169
2024-10-29,West,Credit Card,241,153319,78093,4039,71187
2023-01-23,West,Investment,385,162120,15547,9795,136778
2024-12-09,East,Insurance,51,177407,67157,17621,92629
2024-07-04,South,Insurance,234,156646,56929,18483,81234
2023-09-30,North,Mortgage,211,76312,40150,3668,32494
2022-10-05,South,Credit Card,98,189833,39703,14959,135171
2024-09-15,East,Mortgage,139,107479,24193,4087,79199
2023-08-12,West,Loan,487,113784,65511,17596,30677
2023-10-11,East,Investment,300,72960,88107,19643,-34790
2023-09-10,West,Mortgage,71,95422,85244,6905,3273
2022-05-15,North,Credit Card,261,57299,88262,18457,-49420
2023-08-03,West,Investment,283,120041,16466,8878,94697
2023-05-05,North,Investment,221,58465,32438,13143,12884
2023-04-23,South,Investment,140,59787,71041,6954,-18208
2023-01-19,South,Investment,212,189731,72196,12268,105267
2022-06-12,East,Investment,334,42444,16858,8989,16597
2023-03-17,North,Credit Card,55,179987,49324,5094,125569
2023-02-19,South,Loan,293,70113,69608,12483,-11978
2022-10-15,North,Insurance,470,50968,33696,14833,2439
2022-07-06,South,Loan,428,44158,70324,10808,-36974
2022-05-10,South,Insurance,390,48630,58773,12044,-22187
2022-07-13,West,Mortgage,491,23919,66493,14446,-57020
2022-11-12,East,Investment,497,177384,47540,5970,123874
2022-05-24,West,Mortgage,208,189898,28026,3868,158004
2022-01-16,North,Mortgage,172,166053,40539,2666,122848
2023-02-27,South,Insurance,409,79768,27236,9338,43194
2022-09-02,East,Credit Card,483,187678,13100,13195,161383
2024-07-15,South,Investment,237,162083,31723,9981,120379
2022-05-09,South,Mortgage,63,132879,52704,18112,62063
2024-06-25,West,Loan,119,166891,73988,8948,83955
2024-06-05,North,Investment,188,93967,17216,19029,57722
2022-12-07,East,Credit Card,460,56022,28424,15442,12156
2022-01-04,East,Investment,407,116565,15121,19402,82042
2022-11-02,East,Mortgage,374,109547,10069,7002,92476
2024-06-26,North,Loan,128,147406,80336,11387,55683
2023-08-30,East,Mortgage,343,61459,62286,3611,-4438
2024-09-18,North,Credit Card,367,52105,34404,12806,4895
2022-11-17,East,Insurance,486,79574,41211,13502,24861
2023-07-13,South,Loan,129,66138,53504,5704,6930
2023-09-10,North,Credit Card,195,195660,11050,3976,180634
2023-12-12,West,Credit Card,422,95157,27598,19396,48163
2023-06-15,East,Mortgage,274,94254,11814,4693,77747
2023-02-14,West,Mortgage,276,42235,31347,5038,5850
2024-03-28,North,Mortgage,431,54576,76617,19787,-41828
2023-05-08,South,Insurance,229,193242,16672,15293,161277
2022-01-12,West,Investment,73,146827,84652,6177,55998
2022-07-14,West,Investment,148,93711,49663,6084,37964
2023-05-05,South,Mortgage,440,171850,64309,19015,88526
2024-03-05,South,Mortgage,319,51935,62321,14087,-24473
2024-05-30,North,Insurance,483,133330,60522,14347,58461
2022-07-01,East,Investment,143,57436,76064,2781,-21409
2024-08-19,West,Insurance,329,193186,30961,2783,159442
2023-10-18,West,Credit Card,318,42264,29153,16058,-2947
2023-11-25,North,Investment,196,162302,83940,10612,67750
2022-01-30,East,Mortgage,334,137966,77731,9136,51099
2024-02-17,North,Loan,71,128781,71899,6888,49994
2023-03-20,West,Credit Card,51,45627,32787,8713,4127
2022-10-25,West,Loan,152,146174,30810,10781,104583
2024-03-18,South,Insurance,85,167884,46912,3353,117619
2024-04-24,South,Insurance,343,169587,47368,17369,104850
2024-10-12,East,Insurance,323,110609,73519,19672,17418
2023-07-08,West,Mortgage,100,194316,32564,9456,152296
2022-10-30,West,Insurance,192,165556,86521,19815,59220
2023-02-25,South,Loan,433,154938,27586,11285,116067
2022-07-04,North,Credit Card,485,151922,83784,17014,51124
2023-04-13,North,Mortgage,66,176706,34296,6267,136143
2024-01-24,West,Credit Card,417,197071,67679,8463,120929
2022-12-29,West,Insurance,126,54912,53503,12671,-11262
2022-12-02,East,Investment,327,77187,43351,17554,16282
2022-06-11,East,Mortgage,172,26550,69586,5119,-48155
2022-01-12,South,Insurance,487,177429,63250,2173,112006
2023-08-11,West,Mortgage,485,180669,46030,9129,125510
2022-07-20,North,Investment,433,118249,80766,7890,29593
2023-06-06,East,Loan,395,110515,66825,18331,25359
2023-05-20,South,Loan,223,49445,78146,18781,-47482
2024-02-27,South,Loan,181,156414,20989,19148,116277
2024-11-28,North,Investment,312,94130,19098,4307,70725
2022-03-01,East,Credit Card,443,121961,52891,3790,65280
2023-08-01,North,Investment,320,141108,77537,6747,56824
2022-11-17,South,Investment,459,131486,44072,10565,76849
2024-07-11,West,Insurance,257,35745,69607,17599,-51461
2023-07-23,North,Loan,345,87052,83657,8786,-5391
2023-06-11,South,Mortgage,275,122460,12639,19410,90411
2023-06-08,West,Credit Card,238,90621,87091,2636,894
2023-09-05,West,Mortgage,407,154765,13092,18102,123571
2022-05-05,East,Insurance,193,144827,73709,18681,52437
2024-05-20,East,Insurance,403,46125,68928,4511,-27314
2022-10-07,South,Credit Card,300,163542,31843,11164,120535
2024-07-05,North,Mortgage,425,195980,44363,5218,146399
2023-09-14,West,Credit Card,294,121095,47737,7623,65735
2024-04-25,East,Credit Card,67,152067,84481,5720,61866
2023-11-05,East,Loan,252,153928,66850,13959,73119
2022-11-10,North,Mortgage,253,143531,48243,12349,82939
2022-11-28,East,Loan,51,83123,69343,11104,2676
2022-02-05,South,Loan,487,190913,76178,17815,96920
2024-11-11,North,Loan,425,192924,30693,12852,149379
2022-07-25,West,Investment,451,26179,30607,2053,-6481
2023-10-01,South,Insurance,103,178484,28026,15695,134763
2024-04-27,West,Insurance,215,150103,23764,5521,120818
2023-03-16,West,Investment,402,45640,55761,4303,-14424
2023-12-30,East,Credit Card,378,47006,87117,14312,-54423
2024-07-29,South,Mortgage,192,110280,60220,4146,45914
2022-06-13,South,Mortgage,497,118474,53064,4427,60983
2022-05-28,North,Mortgage,141,138377,81442,13182,43753
2022-10-21,South,Loan,57,119042,23628,2416,92998
2022-07-14,North,Mortgage,301,146407,12564,4277,129566
2023-10-25,South,Mortgage,479,103237,58793,16525,27919
2023-04-25,West,Mortgage,149,142513,61106,14659,66748
2022-05-03,North,Insurance,88,119591,78626,4981,35984
2023-11-30,South,Investment,485,145174,84782,11391,49001
2024-08-22,North,Credit Card,185,196275,38626,14175,143474
2023-10-23,East,Investment,411,24036,11514,14092,-1570
2023-12-11,East,Mortgage,483,114569,55995,10977,47597
2023-01-31,North,Credit Card,99,63229,58786,15191,-10748
2024-06-30,North,Credit Card,132,192689,69859,7268,115562
2024-10-01,West,Investment,303,90870,82553,17157,-8840
2022-11-13,South,Investment,245,39585,28256,13457,-2128
2023-11-12,East,Investment,76,52681,69787,13183,-30289
2023-05-10,East,Investment,126,159839,26217,6811,126811
2023-07-10,South,Loan,343,192331,70345,11295,110691
2023-09-02,East,Insurance,304,179154,82551,10976,85627
2022-04-19,East,Insurance,70,25481,57640,16652,-48811
2023-01-07,North,Mortgage,267,69375,64424,14841,-9890
2024-05-04,East,Loan,94,157792,61925,17214,78653
2023-09-08,East,Credit Card,491,191494,48540,13448,129506
2024-02-07,East,Investment,456,89184,76857,16081,-3754
2022-07-25,South,Mortgage,231,174608,21798,13030,139780
2024-04-26,West,Credit Card,335,156299,58923,12939,84437
2022-02-12,North,Insurance,400,34758,70527,17553,-53322
2024-05-14,West,Credit Card,193,91047,48059,17402,25586
2024-02-24,East,Investment,101,128354,85213,4490,38651
2023-04-21,East,Investment,300,48270,47098,4249,-3077
2022-03-24,East,Insurance,155,140907,89266,11288,40353
2022-07-09,West,Investment,346,104217,40183,4268,59766
2024-03-10,South,Loan,248,191233,14182,4679,172372
2024-07-24,South,Mortgage,386,178512,27116,13996,137400
2022-09-08,North,Insurance,329,64504,39993,2387,22124
2022-10-18,West,Insurance,197,111811,54174,15278,42359
2022-11-22,South,Credit Card,152,170790,75476,5958,89356
2024-04-16,North,Insurance,460,103982,28208,14131,61643
2023-05-23,East,Mortgage,51,165748,52919,16176,96653
2024-01-01,East,Loan,305,45240,66321,17363,-38444
2022-03-13,North,Credit Card,109,119768,14512,4701,100555
2023-10-03,South,Mortgage,356,163909,89101,18879,55929
2024-07-28,West,Insurance,434,95812,62794,4952,28066
2023-08-31,North,Investment,140,56473,41642,5159,9672
2023-07-20,South,Investment,150,34095,36991,12429,-15325
2022-02-23,North,Mortgage,163,20435,13096,3158,4181
2023-06-12,South,Loan,311,63300,40852,14781,7667
2023-09-03,East,Investment,471,167085,29698,2260,135127
2022-07-12,North,Mortgage,103,76248,40781,6973,28494
2022-02-27,West,Credit Card,237,103617,66746,17372,19499
2022-05-09,North,Insurance,76,142817,84179,10441,48197
2023-12-07,East,Loan,289,44478,27485,7622,9371
2024-05-01,East,Loan,129,66418,44920,18979,2519
2022-01-08,South,Credit Card,239,32203,86451,5700,-59948
2022-01-29,East,Loan,368,94774,58507,17009,19258
2024-08-04,South,Mortgage,404,79741,28825,9867,41049
2022-05-11,East,Loan,140,133488,27522,2185,103781
2022-07-07,South,Loan,84,143969,69029,17927,57013
2023-12-10,West,Loan,107,54186,18789,13750,21647
2022-07-31,South,Mortgage,238,34768,89387,16251,-70870
2022-10-03,South,Insurance,302,162285,46911,19620,95754
2022-08-31,West,Investment,85,125464,48462,11167,65835
2024-09-13,South,Loan,407,97234,87167,17730,-7663
2023-11-16,South,Credit Card,141,69792,62303,16783,-9294
2022-06-20,West,Credit Card,105,96932,40453,14081,42398
2023-10-15,East,Mortgage,116,65170,52189,6013,6968
2022-07-07,North,Insurance,362,43585,80259,16318,-52992
2022-02-21,South,Loan,218,180845,21008,18423,141414
2022-04-21,East,Mortgage,336,124722,21262,15931,87529
2024-05-26,North,Investment,180,92023,35576,7918,48529
2024-12-02,West,Insurance,215,90311,17566,2629,70116
2022-07-30,South,Insurance,486,81520,75038,7257,-775
2024-05-07,South,Mortgage,101,21985,19432,17389,-14836
2023-09-19,West,Credit Card,201,97759,25402,15624,56733
2024-11-15,South,Insurance,459,73319,75412,16357,-18450
2022-10-26,North,Credit Card,154,103949,84183,19221,545
2024-07-12,North,Insurance,416,158277,38262,15226,104789
2022-05-17,West,Insurance,141,176121,58421,2402,115298
2024-11-09,South,Insurance,250,107036,70990,9649,26397
2023-03-16,East,Investment,342,118474,30478,4446,83550
2022-07-30,South,Credit Card,422,79431,44534,7669,27228
2024-01-22,West,Investment,268,187084,36098,9296,141690
2023-03-11,East,Credit Card,481,76183,20477,10821,44885
2024-02-19,North,Investment,116,103165,83642,14604,4919
2023-03-15,North,Investment,218,27769,52290,17949,-42470
2023-10-28,East,Investment,354,28989,89437,10267,-70715
2024-12-01,East,Mortgage,77,81090,42338,3306,35446
2023-02-15,West,Investment,337,145377,57257,15253,72867
2024-03-16,South,Insurance,404,164811,35696,18230,110885
2023-09-02,North,Loan,376,124323,41917,13759,68647
2023-03-03,South,Investment,81,173023,51611,10984,110428
2024-06-20,North,Loan,215,98468,31131,18730,48607
2024-07-30,South,Loan,453,138622,84600,7036,46986
2024-01-12,North,Insurance,185,76471,20280,14085,42106
2022-11-24,South,Loan,117,62028,38141,3168,20719
2022-02-21,West,Loan,203,94051,33187,3015,57849
2023-01-11,North,Loan,375,174011,63217,2484,108310
2022-09-20,West,Credit Card,353,138020,81469,13508,43043
2022-09-24,North,Investment,145,63054,45574,11459,6021
2022-12-25,North,Investment,246,159908,38636,19049,102223
2023-10-14,North,Loan,157,154916,87806,15824,51286
2022-02-15,South,Insurance,95,29903,89143,4599,-63839
2023-08-23,North,Credit Card,235,63640,80834,19578,-36772
2023-12-21,West,Insurance,372,28494,60624,18683,-50813
2023-08-24,South,Insurance,334,187101,13378,11405,162318
2023-01-16,South,Loan,132,99770,41863,16627,41280
2022-04-28,North,Mortgage,187,171216,35863,19335,116018
2022-04-26,East,Loan,376,174458,53249,7080,114129
2022-09-17,South,Mortgage,286,131455,69596,3830,58029
2022-11-01,North,Credit Card,498,151407,18847,11853,120707
2022-01-07,West,Mortgage,370,103798,43162,6875,53761
2023-01-01,East,Loan,194,178939,43239,2532,133168
2023-06-07,South,Loan,327,54620,40072,4134,10414
2023-03-05,East,Insurance,149,24755,19909,6876,-2030
2024-03-01,South,Loan,63,131203,56025,9954,65224
2024-01-17,East,Loan,311,189078,72456,6653,109969
2023-01-02,East,Investment,463,27788,89172,6719,-68103
2022-11-09,West,Investment,96,180647,62515,11783,106349
2023-06-22,East,Insurance,274,104049,14152,3152,86745
2024-07-09,West,Mortgage,453,90668,41897,4488,44283
2024-12-13,North,Mortgage,193,70120,35039,5181,29900
2024-05-14,South,Investment,245,46532,68305,11883,-33656
2024-02-21,West,Credit Card,339,38909,26985,10323,1601
2022-11-30,South,Investment,306,104266,47379,7604,49283
2024-03-08,West,Credit Card,481,20749,39375,7194,-25820
2022-12-14,South,Mortgage,57,162007,71765,4983,85259
2022-09-30,West,Investment,327,36049,73195,10244,-47390
2024-08-20,South,Loan,373,149745,17406,8182,124157
2023-12-21,North,Credit Card,339,22915,40036,19889,-37010
2023-05-15,South,Credit Card,493,157028,72169,6433,78426
2023-11-16,North,Credit Card,478,81409,30212,7115,44082
2022-03-20,North,Mortgage,342,158651,34213,12290,112148
2023-09-14,North,Insurance,426,159299,18221,13125,127953
2024-08-04,East,Loan,72,98245,77744,15503,4998
2022-12-24,South,Investment,133,171005,43383,8458,119164
2023-09-10,East,Credit Card,304,128881,48557,14057,66267
2023-05-22,East,Mortgage,422,75877,36932,12354,26591
2023-07-30,South,Credit Card,73,37817,32425,16082,-10690
2022-09-01,North,Investment,446,180206,12181,17180,150845
2023-05-21,East,Loan,374,151152,72798,14014,64340
2023-02-26,East,Credit Card,385,62462,87859,17356,-42753
2022-08-05,West,Mortgage,365,107425,54967,4880,47578
2024-10-05,South,Mortgage,87,75330,39108,6352,29870
2022-11-26,East,Insurance,481,149524,60309,5384,83831
2023-10-12,South,Mortgage,270,44759,88056,19206,-62503
2023-01-26,South,Insurance,459,139341,75982,9253,54106
2023-01-16,East,Loan,263,176819,88791,13304,74724
2024-01-12,South,Investment,382,70439,35627,14218,20594
2024-03-30,North,Insurance,134,187400,48188,12520,126692
2023-11-04,East,Credit Card,434,27793,19785,6351,1657
2023-05-28,East,Credit Card,53,95610,42796,11535,41279
2024-08-06,East,Investment,244,69433,28808,15414,25211
2024-07-18,West,Mortgage,163,191613,28357,9841,153415
